,Total Views,Away Team,Home Team,Date,Month,All Star,Wins,Win Difference,Guess,MAPE
21600361,14695,CHA,IND,12/12/2016,12,2,26,2,9963.853912129905,0.32195618154951305
21600365,7470,DEN,DAL,12/12/2016,12,0,14,4,8807.372303901353,0.1790324369345854
21600367,14237,LAL,SAC,12/12/2016,12,1,18,2,14776.206733603703,0.0378736203978158
21600362,14272,MIL,TOR,12/12/2016,12,3,27,5,14766.309833473948,0.03463493788354456
21600366,25701,POR,LAC,12/12/2016,12,1,29,5,13476.660065696644,0.47563674309572995
21600363,10950,WAS,MIA,12/12/2016,12,1,16,2,12453.350854211525,0.1372923154531073
21600371,37723,GSW,NOP,12/13/2016,12,5,29,13,29565.694782401017,0.21624221874185465
21600370,16207,MIN,CHI,12/13/2016,12,1,19,7,15276.035571397346,0.05744211936833801
21600372,21967,NYK,PHX,12/13/2016,12,1,21,7,12280.70398166167,0.44094760405782896
21600373,17115,OKC,POR,12/13/2016,12,1,27,3,22123.98060714266,0.29266611785817476
21600369,11283,ORL,ATL,12/13/2016,12,1,22,2,8846.939695956089,0.2159053712703989
21600383,13996,BOS,SAS,12/14/2016,12,2,32,6,25319.3404073161,0.8090411837179265
21600375,9596,CHA,WAS,12/14/2016,12,2,23,5,11325.485449346732,0.18022983006948018
21600381,5489,DET,DAL,12/14/2016,12,0,19,7,9198.31483011025,0.6757724230479596
21600377,9524,IND,MIA,12/14/2016,12,1,21,5,10956.119204145825,0.15036950904513074
21600376,13838,LAC,ORL,12/14/2016,12,1,29,7,10839.441547712475,0.21669016131576277
21600380,8518,SAC,HOU,12/14/2016,12,2,27,9,13647.333886828115,0.6021758495924061
21600384,19798,CHI,MIL,12/15/2016,12,2,24,2,14296.892060988355,0.2778618011421176
21600385,13701,IND,NOP,12/15/2016,12,2,21,5,11538.757281665574,0.15781641619841077
21600388,31120,NYK,GSW,12/15/2016,12,5,36,8,34877.97729332269,0.12075762510677032
21600386,8674,POR,DEN,12/15/2016,12,0,22,4,10776.116642643963,0.24234685757942853
21600387,14495,SAS,PHX,12/15/2016,12,1,28,12,13445.31212073171,0.07241723899746734
21600392,15441,ATL,TOR,12/16/2016,12,3,30,6,12036.222962139851,0.22050236628846248
21600390,12414,BKN,ORL,12/16/2016,12,0,18,4,8850.888341459127,0.2870236554326464
21600398,12686,DAL,UTA,12/16/2016,12,1,22,10,9101.317535519107,0.28256995621006564
21600389,10338,DET,WAS,12/16/2016,12,1,24,4,11302.096918723733,0.09325758548304637
21600397,14927,LAC,MIA,12/16/2016,12,1,28,10,12763.341661078428,0.14494930923303892
21600393,11479,MIL,CHI,12/16/2016,12,2,25,1,14296.892060988355,0.24548236440355042
21600395,10596,NOP,HOU,12/16/2016,12,2,28,10,16989.249115362676,0.6033643936733367
21600401,11070,CHA,ATL,12/17/2016,12,2,27,1,9473.733349680462,0.1441975293874921
21600403,24420,HOU,MIN,12/17/2016,12,1,27,13,18755.977731002244,0.23194194385740197
21600400,11647,IND,DET,12/17/2016,12,1,27,1,9943.277319330491,0.14627995884515402
21600402,32129,LAL,CLE,12/17/2016,12,3,29,7,41955.35981240102,0.30584082331852896
21600404,15253,NYK,DEN,12/17/2016,12,1,24,4,12679.726774188706,0.1687060398486392
21600399,24417,PHX,OKC,12/17/2016,12,1,23,7,17634.763770639784,0.2777669750321586
21600405,27824,POR,GSW,12/17/2016,12,4,36,10,29641.738995308995,0.06532989488603347
21600406,22953,LAC,WAS,12/18/2016,12,2,31,9,13533.717365360366,0.4103726151108628
21600412,22055,NOP,SAS,12/18/2016,12,2,30,12,16824.76169098004,0.23714524185082558
21600411,10608,SAC,DAL,12/18/2016,12,1,16,4,8574.551010442001,0.19169013853299388
21600409,8868,TOR,ORL,12/18/2016,12,2,30,6,11524.330348841091,0.29954108579624394
21600407,10706,UTA,MEM,12/18/2016,12,2,35,1,8166.826300831766,0.23717295901067006
21600415,20034,ATL,OKC,12/19/2016,12,2,29,3,18584.994123918987,0.07232733733058867
21600417,6684,DAL,DEN,12/19/2016,12,0,18,4,8807.372303901353,0.31767987790265606
21600414,8740,DET,CHI,12/19/2016,12,1,27,1,11923.826582899219,0.36428221772302277
21600416,7971,PHX,MIN,12/19/2016,12,0,15,1,11492.79302827121,0.4418257468662915
21600413,14770,WAS,IND,12/19/2016,12,2,26,2,11617.413735955573,0.21344524468818055
21600420,5006,BKN,TOR,12/20/2016,12,2,26,12,12041.595077165655,1.405432496437406
21600424,10935,BOS,MEM,12/20/2016,12,2,33,3,14414.191055817924,0.31817019257594187
21600423,20185,CLE,MIL,12/20/2016,12,4,32,6,30699.600200989473,0.5209115779534046
21600426,6555,DEN,LAC,12/20/2016,12,1,32,8,11091.116916581415,0.6920086829262266
21600421,9063,IND,NYK,12/20/2016,12,2,29,1,13612.00937184305,0.5019319620261559
21600419,13807,LAL,CHA,12/20/2016,12,1,26,4,15883.918120778777,0.15042501055832383
21600418,7252,NOP,PHI,12/20/2016,12,1,16,2,16758.439904083112,1.3108714705023596
21600422,7937,ORL,MIA,12/20/2016,12,0,21,3,9974.153073632382,0.25666537402449063
21600425,20773,SAS,HOU,12/20/2016,12,2,43,1,21942.444634866315,0.05629637678074014
21600436,10124,DAL,POR,12/21/2016,12,0,20,6,10701.71412892244,0.05706382150557488
21600435,8405,HOU,PHX,12/21/2016,12,1,29,13,13576.760327926553,0.615319491722374
21600431,5056,MEM,DET,12/21/2016,12,1,32,4,8253.864254785682,0.6324889744433706
21600429,21277,MIL,CLE,12/21/2016,12,4,33,7,30699.600200989476,0.4428537952243961
21600430,9723,MIN,ATL,12/21/2016,12,1,22,6,12112.06986812324,0.24571324366175468
21600433,12199,OKC,NOP,12/21/2016,12,2,26,6,22067.22278021733,0.8089370260035519
21600434,8904,SAC,UTA,12/21/2016,12,2,29,7,8922.329094253108,0.0020585236133319343
21600432,9090,WAS,CHI,12/21/2016,12,2,26,2,13931.425452654761,0.5326100607981036
21600440,10481,BOS,IND,12/22/2016,12,2,31,1,17364.50886246521,0.6567606967336331
21600437,25436,GSW,BKN,12/22/2016,12,4,32,18,17437.919675759746,0.31443939000787285
21600439,14238,LAL,MIA,12/22/2016,12,0,20,2,17465.741860013255,0.22669910521233705
21600441,20557,SAS,LAC,12/22/2016,12,2,44,2,17361.11088645038,0.15546476205426957
21600451,7373,ATL,DEN,12/23/2016,12,1,26,2,9052.352198209112,0.2277705409208072
21600442,10035,CHI,CHA,12/23/2016,12,2,30,2,11948.501719308239,0.19068278219314783
21600455,11272,DAL,LAC,12/23/2016,12,1,30,14,11014.539518067799,0.022840709894623955
21600446,26312,GSW,DET,12/23/2016,12,4,40,12,25477.605186063935,0.03171156939556345
21600443,9226,LAL,ORL,12/23/2016,12,0,24,2,14833.018891625623,0.6077410461332781
21600449,3895,MIA,NOP,12/23/2016,12,1,20,0,12369.034633365403,2.175618647847344
21600450,7669,SAC,MIN,12/23/2016,12,1,21,3,11552.533885893614,0.5063937783144626
21600452,6959,TOR,UTA,12/23/2016,12,3,38,2,12185.461621510107,0.7510363014097007
21600447,4129,WAS,MIL,12/23/2016,12,2,26,0,13551.426514501836,2.282011749697708
21600456,32984,BOS,NYK,12/25/2016,12,2,33,1,23126.225837013317,0.2988653335855773
21600458,28199,CHI,SAS,12/25/2016,12,2,38,10,17871.292532597996,0.36624374862236264
21600457,70992,GSW,CLE,12/25/2016,12,7,49,5,67435.1321415396,0.050102375738962215
21600460,16723,LAC,LAL,12/25/2016,12,1,33,11,18980.948716290615,0.13502055350658465
21600468,4242,ATL,MIN,12/26/2016,12,1,24,6,12112.06986812324,1.8552734248286753
21600464,17948,CLE,DET,12/26/2016,12,3,37,9,25603.93597429389,0.4265620667647588
21600466,6402,DAL,NOP,12/26/2016,12,1,20,2,10674.259483706484,0.6673320030781763
21600470,8670,DEN,LAC,12/26/2016,12,1,34,10,11091.116916581415,0.27925223951342737
21600465,11375,IND,CHI,12/26/2016,12,2,29,1,12256.4890148693,0.07749353976872961
21600462,5895,MEM,ORL,12/26/2016,12,1,34,6,7723.729072869173,0.31021697588959685
21600461,13057,MIL,WAS,12/26/2016,12,2,27,1,13551.426514501836,0.03786677755241144
21600471,10062,PHI,SAC,12/26/2016,12,1,20,6,13461.926612551393,0.3378976955427741
21600467,6948,PHX,HOU,12/26/2016,12,1,31,13,13576.760327926555,0.9540530120792393
21600469,10840,TOR,POR,12/26/2016,12,2,34,8,14328.18119941785,0.3217879335256319
21600474,11990,HOU,DAL,12/27/2016,12,1,32,14,13921.10937684152,0.16105999806851704
21600472,13762,MEM,BOS,12/27/2016,12,2,38,2,14414.191055817924,0.04739071761502139
21600473,17396,OKC,MIA,12/27/2016,12,1,29,9,20952.960304370365,0.2044700105984344
21600480,15861,BKN,CHI,12/28/2016,12,1,23,7,11658.795393152339,0.26493944939459435
21600477,5520,CHA,ORL,12/28/2016,12,1,32,2,9070.821727212362,0.6432648056544135
21600481,9543,LAC,NOP,12/28/2016,12,2,34,10,13442.086452877016,0.4085807872657462
21600479,6972,MIL,DET,12/28/2016,12,1,29,1,11598.587686447465,0.663595479983859
21600483,8962,MIN,DEN,12/28/2016,12,0,23,3,11866.215136232118,0.32405881903951334
21600478,19273,NYK,ATL,12/28/2016,12,2,31,1,12942.436559131196,0.32846798323399595
21600484,5018,SAC,POR,12/28/2016,12,1,27,1,10491.251948767236,1.0907237841305772
21600485,24909,TOR,GSW,12/28/2016,12,6,49,5,32435.86393125526,0.3021744723294897
21600488,27690,BOS,CLE,12/29/2016,12,4,42,4,44713.60486700719,0.6147925195741131
21600486,10835,MIA,CHA,12/29/2016,12,1,28,8,10680.808263187464,0.01423089402976797
21600487,13049,OKC,MEM,12/29/2016,12,2,40,0,16225.436633147854,0.243423759149962
21600489,7142,PHI,UTA,12/29/2016,12,1,26,12,14288.94277863414,1.0006920720574266
21600490,8096,TOR,PHX,12/29/2016,12,2,31,13,11420.82409135185,0.410674912469349
21600493,6876,BKN,WAS,12/30/2016,12,1,23,7,11050.88492967151,0.6071676744722965
21600492,14318,CHI,IND,12/30/2016,12,2,31,1,12256.4890148693,0.14398037331545613
21600494,15219,MIA,BOS,12/30/2016,12,1,29,9,18613.981234572748,0.22307518460955042
21600497,8578,MIL,MIN,12/30/2016,12,1,25,5,14859.3605286284,0.7322639926123106
21600495,9722,NYK,NOP,12/30/2016,12,2,29,3,15367.431862763091,0.5806862644273906
21600500,9964,PHI,DEN,12/30/2016,12,0,21,7,13827.452826410548,0.3877411507838768
21600499,9983,POR,SAS,12/30/2016,12,1,40,12,16868.035687061358,0.689676017936628
21600505,19981,CLE,CHA,12/31/2016,12,4,43,5,25656.9206942897,0.2840658973169361
21600502,9211,MEM,SAC,12/31/2016,12,2,35,7,7694.146307566145,0.16467850314122842
21600503,13975,MIL,CHI,12/31/2016,12,2,31,1,14296.892060988355,0.023033421179846532
21600504,24143,NYK,HOU,12/31/2016,12,2,41,9,20041.83054845503,0.16986991888104092
21600506,6991,PHX,UTA,12/31/2016,12,1,30,10,8876.189641441732,0.2696595110058263
21600510,5362,ORL,IND,1/1/2017,1,1,31,1,9789.715155929847,0.8257581417250741
21600508,26750,SAS,ATL,1/1/2017,1,2,44,10,14908.517665178948,0.44267223681574025
21600512,16478,TOR,LAL,1/1/2017,1,2,34,10,21232.32245020745,0.28852545516491396
21600517,13590,CHA,CHI,1/2/2017,1,2,35,3,12571.417350317493,0.07495089401637282
21600520,21951,DEN,GSW,1/2/2017,1,4,43,15,25666.549177649198,0.16926559963779317
21600514,19793,NOP,CLE,1/2/2017,1,4,39,11,31261.298441956144,0.57941183458577
21600513,21823,OKC,MIL,1/2/2017,1,2,37,5,23989.156341546317,0.09926024568328447
21600516,9428,ORL,NYK,1/2/2017,1,1,31,1,13038.040140913274,0.38290625168787373
21600519,8082,PHX,LAC,1/2/2017,1,1,32,12,11302.107798529818,0.39842957170623833
21600515,5798,UTA,BKN,1/2/2017,1,1,29,13,9846.546659796248,0.6982660675743787
21600518,10859,WAS,HOU,1/2/2017,1,2,42,10,17996.80441601421,0.6573169183179123
21600523,7213,IND,DET,1/3/2017,1,1,33,1,10461.65384980894,0.45038872172590316
21600528,12979,MEM,LAL,1/3/2017,1,1,34,10,14230.128886377468,0.09639640083037739
21600527,4519,MIA,PHX,1/3/2017,1,0,20,0,10399.885708228272,1.3013688223563338
21600526,5507,SAC,DEN,1/3/2017,1,1,28,0,9084.292730624094,0.6495901090655701
21600525,13106,TOR,SAS,1/3/2017,1,3,50,4,19420.351951035616,0.48179093171338444
21600522,11887,UTA,BOS,1/3/2017,1,2,42,2,17586.477705052086,0.47947149870043626
21600524,6280,WAS,DAL,1/3/2017,1,1,26,6,11307.30139452367,0.8005256997649157
21600530,4347,ATL,ORL,1/4/2017,1,1,34,2,9308.160454229233,1.1412837483849168
21600532,20074,CHI,CLE,1/4/2017,1,4,43,9,33205.808181197775,0.6541699801333952
21600533,6437,MEM,LAC,1/4/2017,1,2,45,1,10398.871019262806,0.615484079425634
21600531,20377,MIL,NYK,1/4/2017,1,2,33,1,16705.85053658725,0.1801614302111571
21600529,14307,OKC,CHA,1/4/2017,1,2,40,2,20048.726294426888,0.4013228695342761
21600534,19689,POR,GSW,1/4/2017,1,4,45,15,31187.062667199767,0.583984085895666
21600536,6150,BKN,IND,1/5/2017,1,1,26,10,10229.122409733203,0.6632719365419842
21600538,7023,CHA,DET,1/5/2017,1,1,36,4,10198.76808599928,0.4521953703544468
21600542,10563,LAL,POR,1/5/2017,1,0,28,2,19403.3049857147,0.8369123341583548
21600540,26059,OKC,HOU,1/5/2017,1,2,48,6,30279.90883327103,0.16197508857864962
21600543,6463,SAS,DEN,1/5/2017,1,1,42,14,14605.899726760912,1.2599256888071966
21600537,9235,UTA,TOR,1/5/2017,1,3,45,1,12820.730770179694,0.3882762068413313
21600547,24573,CLE,BKN,1/6/2017,1,3,34,18,18437.990894611903,0.2496646362018515
21600545,16296,HOU,ORL,1/6/2017,1,1,44,12,14414.022714283674,0.11548706957022128
21600551,11385,LAC,SAC,1/6/2017,1,2,39,9,11360.85745243589,0.0021205575374712267
21600550,44040,MEM,GSW,1/6/2017,1,5,53,9,22872.181912747317,0.4806498203281717
21600549,18315,MIA,LAL,1/6/2017,1,0,24,2,18376.289798772294,0.0033464263593935887
21600544,13273,MIN,WAS,1/6/2017,1,1,27,5,15234.38164390991,0.14777229291870037
21600548,27051,NYK,MIL,1/6/2017,1,2,34,2,16705.85053658725,0.3824313135711341
21600546,18680,PHI,BOS,1/6/2017,1,1,30,12,26534.312928579624,0.4204664308661469
21600557,8134,ATL,DAL,1/7/2017,1,1,31,9,9458.522444383718,0.1628377728526823
21600558,12815,CHA,SAS,1/7/2017,1,2,49,9,15285.794930833417,0.1928049107166147
21600555,17459,DEN,OKC,1/7/2017,1,1,35,7,19156.981186172976,0.09725535174826598
21600553,13719,NOP,BOS,1/7/2017,1,2,36,8,20625.873748007612,0.5034531487723313
21600554,29158,TOR,CHI,1/7/2017,1,3,42,6,15971.779719094411,0.45223335897200045
21600556,14727,UTA,MIN,1/7/2017,1,1,33,11,12901.52129428538,0.12395455325012701
21600565,26980,CLE,PHX,1/8/2017,1,3,39,15,24982.102128482555,0.07405107010813362
21600559,17354,DET,POR,1/8/2017,1,0,33,1,11841.180263149454,0.3176685338740663
21600566,31344,GSW,SAC,1/8/2017,1,5,46,16,17491.641015538633,0.4419461135930758
21600563,26191,HOU,TOR,1/8/2017,1,3,53,5,19610.21518545769,0.25126130405644337
21600561,14475,MIA,LAC,1/8/2017,1,1,36,14,13428.737642212178,0.07228064647929687
21600567,12844,ORL,LAL,1/8/2017,1,0,30,2,15606.314116391604,0.21506649925191562
21600560,15482,PHI,BKN,1/8/2017,1,0,17,1,14856.377423538223,0.04040967423212618
21600562,17491,WAS,MIL,1/8/2017,1,2,35,1,14257.908012907244,0.18484317575283035
21600570,15614,DAL,MIN,1/9/2017,1,0,22,0,12398.640677960124,0.20592796990136264
21600568,20937,NOP,NYK,1/9/2017,1,2,31,3,16168.587835341303,0.2277504974284137
21600569,24980,OKC,CHI,1/9/2017,1,2,41,3,24661.84227075214,0.012736498368609345
21600573,6802,ATL,BKN,1/10/2017,1,1,29,13,9725.953327464815,0.4298667050080586
21600572,20104,BOS,TOR,1/10/2017,1,3,47,1,22628.185783472876,0.1255563959148864
21600574,18094,CHA,HOU,1/10/2017,1,2,50,10,15435.236633723145,0.14694171362202138
21600571,23240,CHI,WAS,1/10/2017,1,2,37,1,14657.717575346214,0.3692892609575639
21600576,32122,CLE,UTA,1/10/2017,1,4,51,5,26654.683083840147,0.17020474802813812
21600579,7928,DET,SAC,1/10/2017,1,1,33,3,9487.527228541045,0.19671130531546982
21600578,29024,MIA,GSW,1/10/2017,1,4,43,21,20675.4339725531,0.2876435373293447
21600575,25773,MIL,SAS,1/10/2017,1,2,48,12,18290.10576609607,0.2903385028480942
21600577,13288,POR,LAL,1/10/2017,1,0,31,1,19403.3049857147,0.46021259675757836
21600582,19790,HOU,MIN,1/11/2017,1,1,43,19,13813.65300739471,0.3019882260032991
21600580,31674,NYK,PHI,1/11/2017,1,1,27,7,20800.203398782756,0.34330354869032154
21600584,11320,ORL,LAC,1/11/2017,1,1,42,10,11404.538137234678,0.007468033324618224
21600583,12743,WAS,BOS,1/11/2017,1,2,42,4,20766.47451254829,0.6296378021304474
21600587,28760,CHI,NYK,1/12/2017,1,2,36,2,17174.30346721055,0.4028406304864204
21600590,33819,DET,GSW,1/12/2017,1,4,51,15,26805.838539827095,0.20737341317522415
21600589,16412,IND,DEN,1/12/2017,1,1,34,6,10017.01747239563,0.38965284716088044
21600588,19917,LAL,SAS,1/12/2017,1,1,45,15,24996.024814639055,0.25500953028262563
21600592,12701,BKN,TOR,1/13/2017,1,2,33,17,8868.554784887252,0.30174358043561517
21600597,18851,BOS,ATL,1/13/2017,1,2,46,2,17371.091334205546,0.07850557879128182
21600599,25402,CLE,SAC,1/13/2017,1,4,44,12,25111.961963484784,0.011417921286324538
21600595,21550,MEM,HOU,1/13/2017,1,2,55,7,13142.975302540823,0.3901171553345326
21600596,21943,OKC,MIN,1/13/2017,1,1,37,11,25632.088711169865,0.16812143786947387
21600598,10438,ORL,POR,1/13/2017,1,0,34,2,11080.636345884133,0.061566999988899536
21600601,21440,LAL,LAC,1/14/2017,1,1,42,12,19970.489490901396,0.06854060210347965
21600602,20597,NOP,CHI,1/14/2017,1,2,35,3,14558.4765464335,0.29317490185786765
21600604,13190,ORL,UTA,1/14/2017,1,1,42,8,9423.573519587191,0.28555166644524704
21600605,24841,SAS,PHX,1/14/2017,1,1,43,19,9902.383062915991,0.6013693867833022
21600612,13972,DET,LAL,1/15/2017,1,0,33,3,16677.48791017488,0.1936364092595821
21600609,16884,HOU,BKN,1/15/2017,1,1,39,23,10542.693049678897,0.3755808428287789
21600608,17629,MIN,DAL,1/15/2017,1,0,26,2,12398.640677960126,0.29669064167223747
21600606,20779,NYK,TOR,1/15/2017,1,3,44,8,17738.196881469998,0.1463402049439339
21600613,28573,ATL,NYK,1/16/2017,1,2,41,5,13617.169360399539,0.5234252839953963
21600619,67876,CLE,GSW,1/16/2017,1,7,63,5,70950.75266676905,0.045299556054703496
21600616,14409,NOP,IND,1/16/2017,1,2,36,4,12140.311555332908,0.157449402780699
21600621,21838,OKC,LAC,1/16/2017,1,2,53,3,23957.80705540468,0.09706965177235456
21600617,10163,ORL,DEN,1/16/2017,1,0,32,2,9119.220387189423,0.10270388790815473
21600615,20415,PHI,MIL,1/16/2017,1,1,32,8,18218.00771685049,0.10761657032326767
21600614,12288,POR,WAS,1/16/2017,1,1,38,2,13834.864081644773,0.12588412122760198
21600620,11823,UTA,PHX,1/16/2017,1,1,39,13,9338.93529787175,0.2101044322192548
21600624,23052,DAL,CHI,1/17/2017,1,1,34,8,11929.31735751738,0.4825040188479359
21600626,15236,DEN,LAL,1/17/2017,1,0,31,1,15968.669025972376,0.04808801693176532
21600625,24168,MIN,SAS,1/17/2017,1,1,45,17,13679.911239935009,0.4339659367785912
21600622,11563,TOR,BKN,1/17/2017,1,2,35,19,8868.554784887252,0.23302302301416136
21600633,6239,ATL,DET,1/18/2017,1,1,43,5,9947.046578943833,0.5943334795550301
21600635,9391,IND,SAC,1/18/2017,1,2,37,5,9752.219427751259,0.03846442633918209
21600632,17294,MIL,HOU,1/18/2017,1,2,52,12,18468.919139171296,0.06793796340761511
21600630,23562,NYK,BOS,1/18/2017,1,2,44,8,24331.873867079445,0.03267438532719823
21600634,49122,OKC,GSW,1/18/2017,1,5,60,10,52694.885837766975,0.07273494234288048
21600629,6870,POR,CHA,1/18/2017,1,1,38,2,11865.68437147455,0.7271738531986245
21600627,21873,TOR,PHI,1/18/2017,1,2,41,15,19343.798566968937,0.11563120893480835
21600637,13456,DAL,MIA,1/19/2017,1,0,26,2,10663.659293822655,0.20751640206430924
21600640,18802,MIN,LAC,1/19/2017,1,1,43,15,15613.59831524595,0.169577794104566
21600636,25723,PHX,CLE,1/19/2017,1,3,42,16,17487.47148993779,0.3201620538064071
21600638,18371,WAS,NYK,1/19/2017,1,2,41,3,16278.804538835459,0.11388576893824731
21600645,7870,BKN,NOP,1/20/2017,1,1,25,9,11548.28338368635,0.46738035370855785
21600647,11852,CHI,ATL,1/20/2017,1,2,45,3,12261.135157942803,0.0345203474470809
21600646,53185,GSW,HOU,1/20/2017,1,5,69,3,40569.062610179666,0.23720856237323182
21600649,16709,IND,LAL,1/20/2017,1,1,37,7,17142.7725777083,0.02596041520786999
21600641,30951,POR,PHI,1/20/2017,1,0,32,4,17677.464349806072,0.4288564392166304
21600644,6810,SAC,MEM,1/20/2017,1,2,41,9,8095.268064489873,0.18873246174594313
21600642,12496,TOR,CHA,1/20/2017,1,3,49,7,12984.18165632183,0.03906703395661258
21600648,16126,UTA,DAL,1/20/2017,1,1,41,13,9575.799867181835,0.4061887717238103
21600652,7219,BKN,CHA,1/21/2017,1,1,31,13,9972.07981432805,0.3813658144241654
21600656,12146,HOU,MEM,1/21/2017,1,2,59,7,13142.975302540823,0.082082603535388
21600659,5663,IND,UTA,1/21/2017,1,2,50,6,10351.33449902321,0.8278888396650558
21600658,5297,LAC,DEN,1/21/2017,1,1,46,12,11669.334190595393,1.2030081537842916
21600654,19380,PHX,NYK,1/21/2017,1,1,32,6,12920.93843529303,0.33328491045959596
21600650,27444,POR,BOS,1/21/2017,1,1,44,8,20678.924364482227,0.24650472363787249
21600660,14895,SAC,CHI,1/21/2017,1,2,37,5,11694.7128718639,0.2148564705025915
21600657,55304,SAS,CLE,1/21/2017,1,4,63,3,40375.49309088532,0.26993539181821713
21600664,16224,DEN,MIN,1/22/2017,1,0,33,3,12484.84089056691,0.23047085240588577
21600661,32543,GSW,ORL,1/22/2017,1,4,55,19,17558.8935852511,0.46044023030295
21600662,17749,LAL,DAL,1/22/2017,1,0,30,2,15858.415104664798,0.10651782609359409
21600663,14993,PHX,TOR,1/22/2017,1,2,42,14,12016.230110670063,0.198543979812575
21600671,27904,CLE,NOP,1/23/2017,1,4,47,13,31261.29844195614,0.12031602787973551
21600668,46626,GSW,MIA,1/23/2017,1,4,52,24,20675.4339725531,0.5565685674826685
21600667,9263,LAC,ATL,1/23/2017,1,2,55,3,11911.109769062425,0.2858803593935469
21600672,14649,NYK,IND,1/23/2017,1,2,41,3,14321.649258613425,0.02234628584794699
21600669,5052,SAC,DET,1/23/2017,1,1,37,5,9487.527228541045,0.8779745107959313
21600666,11031,SAS,BKN,1/23/2017,1,1,43,25,10440.620237983514,0.05352005820111377
21600665,10787,WAS,CHA,1/23/2017,1,2,46,0,11915.921144205922,0.10465571004041181
21600677,10458,CHI,ORL,1/24/2017,1,1,40,4,11739.67717749901,0.12255471194291549
21600675,14429,LAC,PHI,1/24/2017,1,1,45,15,18194.200229470996,0.2609467204567882
21600679,20164,MIN,PHX,1/24/2017,1,0,31,1,12091.95103062523,0.4003198258963881
21600674,29043,SAS,TOR,1/24/2017,1,3,63,7,19420.351951035613,0.33132417618580684
21600678,9014,UTA,DEN,1/24/2017,1,1,47,11,9642.374583384266,0.06971095888443153
21600683,11927,ATL,CHI,1/25/2017,1,2,49,3,12261.135157942803,0.02801502120757968
21600687,29892,GSW,CHA,1/25/2017,1,5,61,15,26861.310473935653,0.10138798093350551
21600689,12839,LAL,POR,1/25/2017,1,0,35,3,19403.3049857147,0.5112785252523329
21600682,9898,MIA,BKN,1/25/2017,1,0,24,6,10965.164295115572,0.1078161542852669
21600688,14459,NYK,DAL,1/25/2017,1,1,35,5,13248.653792551715,0.08370884621677052
21600686,11310,OKC,NOP,1/25/2017,1,2,44,8,23217.661414757422,1.0528436264153336
21600684,16768,PHI,MIL,1/25/2017,1,1,37,5,18218.00771685049,0.08647469685415615
21600680,40758,SAC,CLE,1/25/2017,1,4,47,13,25111.961963484784,0.3838764914008346
21600685,11159,TOR,MEM,1/25/2017,1,3,54,2,11055.922424920973,0.009237169556324684
21600690,21570,DAL,OKC,1/26/2017,1,1,43,11,19024.713913756234,0.11800120937615978
21600691,13279,IND,MIN,1/26/2017,1,1,39,5,13402.794416225875,0.009322570692512648
21600695,22613,BKN,CLE,1/27/2017,1,3,39,21,18437.990894611903,0.1846287138101135
21600699,18121,CHA,NYK,1/27/2017,1,2,43,3,13961.76756510534,0.22952554687349816
21600694,24550,HOU,PHI,1/27/2017,1,1,51,17,16096.761530720509,0.34432743255720943
21600698,11102,MIL,TOR,1/27/2017,1,3,49,7,15536.127290396835,0.3993989632856093
21600697,8809,ORL,BOS,1/27/2017,1,1,45,9,16632.31029243785,0.8881042447993928
21600696,17986,SAC,IND,1/27/2017,1,2,41,5,9752.219427751259,0.4577883115894997
21600702,5763,WAS,ATL,1/27/2017,1,2,52,2,11621.817620811657,1.0166263440589374
21600710,8067,BKN,MIN,1/28/2017,1,0,26,8,12749.20065654124,0.5804141138640435
21600705,11601,DET,MIA,1/28/2017,1,0,38,4,11214.427657316039,0.03332232934091555
21600708,9988,MEM,UTA,1/28/2017,1,2,57,3,8592.590457546483,0.13970860457083673
21600717,18170,DAL,SAS,1/29/2017,1,1,52,20,10153.53842747619,0.44119216139371553
21600713,14996,HOU,IND,1/29/2017,1,2,59,11,15833.098800783251,0.05582147244486871
21600712,40517,OKC,CLE,1/29/2017,1,4,59,3,52956.173600684895,0.30701121999863995
21600715,12914,ORL,TOR,1/29/2017,1,2,47,11,12125.132497917826,0.061086224413982794
21600716,15362,PHI,CHI,1/29/2017,1,1,40,6,18728.86342493824,0.21916830002201804
21600714,7491,WAS,NOP,1/29/2017,1,2,45,7,13799.371516584939,0.842126754316505
21600719,9946,BKN,MIA,1/30/2017,1,0,27,9,10965.16429511557,0.10246976624930323
21600722,27001,CLE,DAL,1/30/2017,1,3,49,15,25615.726270034545,0.051304534275228866
21600721,14450,DET,BOS,1/30/2017,1,1,50,8,17773.905596906232,0.23002806899005065
21600723,9213,MEM,PHX,1/30/2017,1,1,43,13,8053.405537910625,0.12586502356337514
21600728,7923,CHA,POR,1/31/2017,1,1,44,2,11865.68437147455,0.4976251888772624
21600729,15440,DEN,LAL,1/31/2017,1,0,37,5,15968.669025972376,0.034240221889402615
21600725,20487,NOP,TOR,1/31/2017,1,3,48,10,15036.483067155465,0.2660475878774118
21600724,16789,NYK,WAS,1/31/2017,1,2,48,6,16278.804538835459,0.03038867479686351
21600727,25386,OKC,SAS,1/31/2017,1,2,64,8,29986.74318594281,0.18123151287886277
21600726,10859,SAC,HOU,1/31/2017,1,2,54,16,10051.170751663567,0.0743926004545937
21600741,30412,CHA,GSW,2/1/2017,2,5,64,18,17023.04151008435,0.44025248224107755
21600740,16797,CHI,OKC,2/1/2017,2,2,52,4,22327.36321087591,0.3292470804831761
